0.000000	0.000000	0.000000	0.000000	0.000000	9.820206	2.096512	0.000000	
0.000000	0.000000	0.000000	0.000000	1.588608	18.946243	7.589935	0.000000	
0.000000	0.000000	0.000000	0.000000	10.385269	23.394318	2.220474	0.000000	
0.000000	4.792374	0.000000	0.000000	11.466019	35.494080	8.243469	0.000000	
0.000000	0.000000	0.000000	0.000000	2.046738	45.246323	8.153351	0.000000	
0.000000	1.177292	0.000000	0.000000	0.000000	31.437073	17.958298	0.000000	
0.492645	14.232864	2.021896	0.000000	0.000000	15.686447	26.127441	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.870071	0.000000	
5.298294	0.000000	1.682510	1.445328	0.000000	0.000000	6.087341	0.000000	
16.363251	0.423828	15.501114	7.373596	0.000000	0.000000	1.678223	0.000000	
9.079544	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	4.191940	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
20.574982	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
15.302124	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
9.309128	0.000000	6.338486	0.000000	0.000000	0.000000	0.000000	0.000000	
6.013428	0.000000	5.812698	0.000000	2.293991	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	1.029449	2.469681	3.825607	7.651031	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.474640	3.277390	
0.000000	0.000000	5.120880	0.000000	0.000000	0.000000	1.560837	1.072830	
0.000000	0.000000	7.067230	0.059189	0.000000	0.000000	0.836197	3.332153	
0.000000	3.382751	14.254196	1.057800	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.702271	0.000000	
0.000000	0.000000	2.576309	4.119812	0.000000	9.745331	11.660034	0.000000	
7.953857	0.000000	6.617371	18.336807	0.676682	3.977005	7.242142	0.000000	
10.859421	9.012024	8.882858	15.429703	15.033981	8.365936	0.000000	0.000000	
10.047287	2.531219	0.000000	0.000000	0.000000	0.000000	10.453735	6.153137	
2.039124	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	5.151917	1.260437	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	4.840927	8.971405	0.000000	
0.000000	3.968613	3.750381	0.000000	0.000000	0.000000	6.522659	0.000000	
0.000000	21.688004	18.572601	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	8.880402	5.799622	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	14.492126	13.854660	13.077637	8.827881	8.094055	0.102341	5.016495	
1.334045	20.822845	5.116287	20.016418	17.069931	5.540344	0.000000	0.000000	
0.000000	19.947601	0.000000	16.119217	18.264038	19.297363	3.874298	10.409943	
0.000000	9.649277	0.000000	0.000000	18.100677	20.871140	5.682037	7.237381	
0.000000	0.000000	0.000000	0.000000	7.495789	3.840347	0.000000	1.404419	
3.591019	1.002243	0.000000	0.000000	0.000000	0.000000	0.000000	10.245819	
11.717712	14.943008	0.000000	0.000000	7.495682	0.000000	0.972321	0.000000	
2.018173	15.561752	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
8.136658	7.830887	19.372665	18.186722	14.916794	19.363998	13.850906	11.536591	
6.325989	4.066406	8.214539	4.308151	0.000000	4.172363	3.995102	0.000000	
13.473053	22.256927	2.486298	0.000000	0.000000	6.670898	4.634369	0.000000	
6.525543	23.940079	6.782730	0.000000	0.000000	0.093170	1.755600	0.000000	
6.438354	24.975555	21.044891	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	18.133698	19.470596	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	3.806976	4.543152	3.619537	0.000000	1.402725	0.000000	
2.465469	5.292511	4.131866	15.470825	19.470352	3.405991	0.000000	0.000000	
0.000000	0.000000	0.881790	0.000000	0.000000	0.000000	10.377975	8.745239	
0.000000	0.000000	2.229385	0.000000	0.000000	17.605331	45.501251	28.371948	
0.000000	0.000000	0.000000	0.000000	0.000000	5.074600	27.226273	5.081284	
0.000000	0.000000	0.000000	0.000000	0.000000	3.167114	10.872330	0.000000	
