12.176117	-2.279388	8.572571	13.271393	-0.553360	1.626389	24.834946	10.010910	10.408676	38.569305	58.002472	49.611511	45.073547	47.937744	62.560699	92.549713	104.172363	87.199692	76.965942	88.279678	102.758118	93.283890	78.054825	85.144119	88.525742	81.678268	88.982361	92.472351	99.371674	103.574463	108.216003	68.705811	
-28.151489	-41.906738	-35.372208	-44.983688	-54.193878	-32.833984	-31.062485	-58.146957	-39.691528	-24.461441	-50.577988	-52.574829	-21.936035	3.100418	22.430984	25.657120	2.152344	-10.689377	3.807373	34.662598	42.549561	35.523743	48.303467	64.977524	52.780243	48.391266	61.242493	64.721115	63.899368	54.789276	56.434113	18.897354	
-12.228806	-10.243042	-8.738968	-28.793823	-34.148621	-23.311584	-30.673111	-43.312988	-43.030228	-91.409531	-129.868240	-93.216187	-46.065002	-33.199875	-41.302338	-67.602615	-73.521210	-43.962433	-15.575851	-12.736160	-23.650146	-13.895554	3.353653	-10.010880	-33.780640	-34.873444	-31.705658	-39.841156	-49.170624	-55.057648	-31.788422	-24.063538	
20.816422	8.685013	-8.121368	-46.261963	-54.064163	-37.718079	-29.933884	-44.255875	-91.144455	-139.253937	-127.164474	-76.760788	-72.248077	-111.444412	-141.762756	-146.541489	-114.805435	-71.989426	-56.110092	-60.518661	-59.641739	-52.629486	-68.319977	-103.328232	-121.494736	-129.135818	-143.003891	-153.765961	-146.131287	-127.180878	-63.068756	2.742645	
28.270233	-17.540848	-24.713623	-44.049728	-38.054352	-13.506622	-1.824356	-12.613602	-41.255814	-53.572296	-33.122299	-11.199814	-41.238525	-102.790955	-157.143112	-166.378265	-132.568695	-112.688477	-111.041290	-100.004852	-75.535660	-67.384323	-85.368851	-98.400269	-102.860306	-127.466766	-158.743729	-167.924973	-146.322617	-117.460831	-40.305191	41.818619	
-23.201965	-82.580841	-24.678238	-4.468338	5.736160	25.063110	37.707718	34.152451	14.943192	6.880341	12.329346	7.125534	-26.546768	-72.657364	-109.468140	-113.714905	-114.981537	-130.562668	-128.047256	-101.168503	-63.966354	-45.941772	-34.118530	-16.115829	-24.266022	-65.593903	-100.172440	-108.009506	-94.959595	-87.799652	-31.960571	43.430740	
-99.468597	-120.628799	13.175323	34.590866	19.866623	23.897278	30.131821	17.985062	-3.079498	-5.977859	-4.680527	-19.892548	-48.872986	-65.110672	-69.119171	-72.116165	-88.438095	-101.687302	-91.066589	-63.937897	-36.796692	-17.905930	9.529373	30.562500	14.123367	-18.840576	-44.246475	-60.923935	-78.065979	-102.504181	-57.785828	34.407547	
-138.647995	-101.436462	60.274963	49.939285	7.730209	15.272705	8.289459	-30.738373	-36.240005	-20.930298	-32.730148	-27.429810	-20.185410	-31.996078	-50.956116	-65.627121	-75.131393	-78.317307	-58.251816	-35.132980	-26.388168	-13.747650	18.691559	31.899506	13.994263	-1.816422	-18.897324	-58.353134	-115.300171	-150.930725	-81.174225	37.348831	
-146.904694	-72.433640	80.138947	55.217148	30.847260	9.638428	-31.895767	-50.074875	-33.599319	-31.306427	-14.717010	21.084610	3.039795	-27.063004	-33.969330	-45.741898	-61.914047	-67.532120	-45.660095	-29.971863	-22.352432	-4.988419	16.779419	7.458984	-2.459976	1.114014	-23.872009	-78.948029	-141.007233	-160.284225	-78.645111	33.985321	
-133.534637	-50.209885	83.948196	51.690567	7.875320	-11.294708	-24.868881	-32.448318	-27.675888	-13.699158	22.501511	22.367081	-27.974380	-38.373962	-25.157227	-30.367493	-42.403732	-44.957642	-25.158798	-15.273926	-11.012436	-6.495071	-10.434189	-24.401398	-10.990082	-0.257233	-19.429535	-59.738358	-119.225372	-140.617599	-74.679382	17.473633	
-114.892303	-45.756241	71.572189	6.716751	-27.468323	32.397949	35.935806	-20.403091	-15.011093	10.513641	9.861649	-22.769028	-43.172211	-26.243942	-18.761749	-30.517715	-45.301697	-44.589493	-22.795151	-18.045197	-16.099655	-17.722198	-28.411804	-26.116776	0.140198	6.360474	6.149216	-26.764221	-101.177734	-129.470261	-82.633270	9.791901	
-108.285355	-32.617844	51.684433	-10.428894	37.614914	105.719604	55.546234	12.618225	21.335541	7.685196	-27.612717	-63.372940	-52.120270	-17.851303	-15.056015	-36.135422	-55.926758	-48.879150	-27.648346	-18.587524	0.933090	5.205994	-15.332764	-13.359909	7.164307	8.619263	18.805862	-18.458176	-90.362122	-119.921509	-84.698486	10.936554	
