5.609116	9.179657	37.616211	0.000000	0.000000	0.000000	0.000000	18.805084	31.244324	28.665024	0.000000	0.000000	0.000000	0.000000	22.977631	46.275909	
0.000000	0.000000	12.835037	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	30.002426	
0.000000	0.000000	21.380844	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	14.009552	
0.000000	0.000000	35.278793	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	4.032455	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	3.789658	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.346512	
0.000000	0.000000	43.468658	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	60.255768	
0.000000	0.000000	49.776535	5.219498	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	79.184875	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	20.339844	18.294678	0.000000	0.000000	0.000000	0.000000	58.848160	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.387894	84.131836	0.000000	0.000000	0.000000	0.000000	22.680481	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.117432	0.000000	0.000000	43.869370	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	6.281128	22.921326	0.000000	0.000000	31.103668	17.563156	31.885971	83.958038	0.000000	0.000000	32.863052	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	16.681870	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
